Ticker, Routing, Documentation, Label,Smallest unit Decimal (number)
CLH_ETH,CLH.ETH,ClearDAO,ClearDAO,18
DDRST_ETH,DDRST.ETH,DigiDinar StableTok,DigiDinar StableTok,8
NFUP_ETH,NFUP.ETH,Natural Farm Union ,Natural Farm Union ,18
ACU_ETH,ACU.ETH,ACU Platform,ACU Platform,18
REX_ETH,REX.ETH,Imbrex,Imbrex,18
BALBEAR_ETH,BALBEAR.ETH,3X Short Balancer T,3X Short Balancer T,0
APED_ETH,APED.ETH,Baddest Alpha Ape B,Baddest Alpha Ape B,18
SMARTCREDIT_ETH,SMARTCREDIT.ETH,SmartCredit Token,SmartCredit Token,18
LTK_ETH,LTK.ETH,Litecoin Token,Litecoin Token,18
ARX_ETH,ARX.ETH,ARCS,ARCS,18
GHD_ETH,GHD.ETH,Giftedhands,Giftedhands,18
XAEA12_ETH,XAEA12.ETH,X AE A 12,X AE A 12,9
UNCL_ETH,UNCL.ETH,UNCL,UNCL,18
AMIX_ETH,AMIX.ETH,AMIX,AMIX,18
NFTA_ETH,NFTA.ETH,NFTA,NFTA,18
GOT_ETH,GOT.ETH,GoNetwork,GoNetwork,18
UCASH_ETH,UCASH.ETH,U CASH,U CASH,8
PSTAKE_ETH,PSTAKE.ETH,pSTAKE Finance,pSTAKE Finance,18
XRUNE_ETH,XRUNE.ETH,Thorstarter,Thorstarter,18
PAZZI_ETH,PAZZI.ETH,Paparazzi,Paparazzi,18
GEAR_ETH,GEAR.ETH,Bitgear,Bitgear,18
UCD_ETH,UCD.ETH,UniCandy,UniCandy,18
GOF_ETH,GOF.ETH,Golff,Golff,18
ITC_ETH,ITC.ETH,IoT Chain,IoT Chain,18
SPD_ETH,SPD.ETH,SPINDLE,SPINDLE,18
I7_ETH,I7.ETH,ImpulseVen,ImpulseVen,18
GCAKE_ETH,GCAKE.ETH,Pancake Games,Pancake Games,18
COFI_ETH,COFI.ETH,CoFiX,CoFiX,18
UUNICLY_ETH,UUNICLY.ETH,Unicly Genesis Coll,Unicly Genesis Coll,18
KAE_ETH,KAE.ETH,Kanpeki,Kanpeki,18
POS_ETH,POS.ETH,PokemonSpace,PokemonSpace,9
MAD_ETH,MAD.ETH,MADNetwork,MADNetwork,18
TORG_ETH,TORG.ETH,TORG,TORG,18
ROOBEE_ETH,ROOBEE.ETH,Roobee,Roobee,18
HUNT_ETH,HUNT.ETH,HUNT,HUNT,18
TRAD_ETH,TRAD.ETH,Tradcoin,Tradcoin,18
SHITZUINU_ETH,SHITZUINU.ETH,Shitzu Inu,Shitzu Inu,9
RARE_ETH,RARE.ETH,SuperRare,SuperRare,18
SIG_ETH,SIG.ETH,xSigma,xSigma,18
LBK_ETH,LBK.ETH,Legal Block,Legal Block,18
ALIS_ETH,ALIS.ETH,ALIS,ALIS,18
N1_ETH,N1.ETH,NFTify,NFTify,18
JREX_ETH,JREX.ETH,Jurasaur,Jurasaur,8
IBGBP_ETH,IBGBP.ETH,Iron Bank GBP,Iron Bank GBP,18
MTRL_ETH,MTRL.ETH,Material,Material,18
NEKO_ETH,NEKO.ETH,The Neko,The Neko,18
MGO_ETH,MGO.ETH,MobileGo,MobileGo,8
UDOG_ETH,UDOG.ETH,United Doge Finance,United Doge Finance,9
CANDY_ETH,CANDY.ETH,Crypto Candy,Crypto Candy,18
KIWI_ETH,KIWI.ETH,KIWI Token,KIWI Token,8
KEYS_ETH,KEYS.ETH,Keys Token,Keys Token,9
INU_ETH,INU.ETH,KOKA INU,KOKA INU,18
SKIN_ETH,SKIN.ETH,SkinCoin,SkinCoin,6
L2P_ETH,L2P.ETH,Lung Protocol,Lung Protocol,18
CIX100_ETH,CIX100.ETH,Cryptoindex com 100,Cryptoindex com 100,18
BEARSHIT_ETH,BEARSHIT.ETH,3X Short Shitcoin I,3X Short Shitcoin I,18
DDRT_ETH,DDRT.ETH,DigiDinar Token,DigiDinar Token,8
PITQD_ETH,PITQD.ETH,Pitquidity,Pitquidity,9
ALUCARD_ETH,ALUCARD.ETH,Baby Alucard,Baby Alucard,9
DIVINE_ETH,DIVINE.ETH,Divine DAO,Divine DAO,18
DXF_ETH,DXF.ETH,Dexfin,Dexfin,18
MINISAITAMA_ETH,MINISAITAMA.ETH,Mini Saitama,Mini Saitama,9
JPEGS_ETH,JPEGS.ETH,IlliquidDAO,IlliquidDAO,18
ELYX_ETH,ELYX.ETH,Elynet Token,Elynet Token,18
DUNES_ETH,DUNES.ETH,Dunes,Dunes,9
JT_ETH,JT.ETH,Jubi Token,Jubi Token,18
MOMENTO_ETH,MOMENTO.ETH,Momento,Momento,9
XFI_ETH,XFI.ETH,Xfinance,Xfinance,18
DOGEZ_ETH,DOGEZ.ETH,DogeZilla Token,DogeZilla Token,18
CRE8R_ETH,CRE8R.ETH,CRE8R DAO,CRE8R DAO,18
COMP_ETH,COMP.ETH,Compound,Compound,18
FETISH_ETH,FETISH.ETH,Fetish Coin,Fetish Coin,6
SAKATA_ETH,SAKATA.ETH,Sakata Inu,Sakata Inu,9
SHUEY_ETH,SHUEY.ETH,Shuey Rhon Inu,Shuey Rhon Inu,18
KPC_ETH,KPC.ETH,KEEPs Coin,KEEPs Coin,18
PHNX_ETH,PHNX.ETH,PhoenixDAO,PhoenixDAO,18
OST_ETH,OST.ETH,OST,OST,18
AUSDC_ETH,AUSDC.ETH,Aave USDC v1,Aave USDC v1,6
KEX_ETH,KEX.ETH,KIRA Network,KIRA Network,6
QUAI_ETH,QUAI.ETH,Quai Dao,Quai Dao,18
ENX_ETH,ENX.ETH,ENEX,ENEX,10
TRY_ETH,TRY.ETH,Try Finance,Try Finance,18
GHT_ETH,GHT.ETH,Global Human Trust,Global Human Trust,18
FUNDX_ETH,FUNDX.ETH,Funder One,Funder One,18
NFY_ETH,NFY.ETH,Non Fungible Yearn,Non Fungible Yearn,18
MPT_ETH,MPT.ETH,Meetple,Meetple,18
PAXGBULL_ETH,PAXGBULL.ETH,3X Long PAX Gold To,3X Long PAX Gold To,18
GSHIBA_ETH,GSHIBA.ETH,Gambler Shiba,Gambler Shiba,18
GN_ETH,GN.ETH,GN,GN,9
THANOS_ETH,THANOS.ETH,THANOS,THANOS,9
DACS_ETH,DACS.ETH,Dacsee,Dacsee,18
DHS_ETH,DHS.ETH,Dirham Crypto,Dirham Crypto,18
SWISE_ETH,SWISE.ETH,StakeWise,StakeWise,18
CHFT_ETH,CHFT.ETH,Crypto Holding Fran,Crypto Holding Fran,18
BAX_ETH,BAX.ETH,BABB,BABB,18
XRGE_ETH,XRGE.ETH,RougeCoin,RougeCoin,18
DFN_ETH,DFN.ETH,Difo Network,Difo Network,0
TNR_ETH,TNR.ETH,Tonestra,Tonestra,0
XCF_ETH,XCF.ETH,XCF Token,XCF Token,18
IZI_ETH,IZI.ETH,Izumi Finance,Izumi Finance,18
HEGIC_ETH,HEGIC.ETH,Hegic,Hegic,18
AAMMUNISNXWETH_ETH,AAMMUNISNXWETH.ETH,Aave AMM UniSNXWETH,Aave AMM UniSNXWETH,18
AFDLT_ETH,AFDLT.ETH,AfroDex Labs Token,AfroDex Labs Token,4
SOFI_ETH,SOFI.ETH,Social Finance,Social Finance,18
HQX_ETH,HQX.ETH,HOQU,HOQU,18
BORING_ETH,BORING.ETH,BoringDAO,BoringDAO,18
SHKG_ETH,SHKG.ETH,Shikage,Shikage,9
STT_ETH,STT.ETH,Scatter cx,Scatter cx,18
FLEXUSD_ETH,FLEXUSD.ETH,flexUSD,flexUSD,18
HALF_ETH,HALF.ETH,0 5X Long Bitcoin T,0 5X Long Bitcoin T,0
FAIR_ETH,FAIR.ETH,FairGame,FairGame,18
BVL_ETH,BVL.ETH,Bullswap Protocol,Bullswap Protocol,18
PROPHET_ETH,PROPHET.ETH,Prophet,Prophet,9
BF_ETH,BF.ETH,Bitforex Token,Bitforex Token,18
QSP_ETH,QSP.ETH,Quantstamp,Quantstamp,18
PILOT_ETH,PILOT.ETH,Unipilot,Unipilot,18
TGAME_ETH,TGAME.ETH,Truegame,Truegame,18
BITO_ETH,BITO.ETH,BITO Coin,BITO Coin,18
SC_ETH,SC.ETH,Santa Capital,Santa Capital,9
ROBOSHIB_ETH,ROBOSHIB.ETH,RoboShib,RoboShib,9
THALES_ETH,THALES.ETH,Thales,Thales,18
FEW_ETH,FEW.ETH,Few Understand,Few Understand,9
FREN_ETH,FREN.ETH,FREN,FREN,9
BPTN_ETH,BPTN.ETH,Bit Public Talent N,Bit Public Talent N,18
PASV_ETH,PASV.ETH,PASV,PASV,6
GCR_ETH,GCR.ETH,Gold Coin Reserve,Gold Coin Reserve,18
POMI_ETH,POMI.ETH,Pomi,Pomi,8
DTOP_ETH,DTOP.ETH,dHEDGE Top Index,dHEDGE Top Index,18
LOTTO_ETH,LOTTO.ETH,Lotto,Lotto,18
ONEFUSE_ETH,ONEFUSE.ETH,oneFUSE,oneFUSE,18
GEMS_ETH,GEMS.ETH,Carbon GEMS,Carbon GEMS,18
ZEFU_ETH,ZEFU.ETH,Zenfuse,Zenfuse,18
HVN_ETH,HVN.ETH,Hiveterminal token,Hiveterminal token,8
BLAZE_ETH,BLAZE.ETH,Blaze the cat,Blaze the cat,9
ETHBTCMOON_ETH,ETHBTCMOON.ETH,ETHBTC 2x Long Toke,ETHBTC 2x Long Toke,18
DIP_ETH,DIP.ETH,Etherisc DIP Token,Etherisc DIP Token,18
IAG_ETH,IAG.ETH,Iagon,Iagon,18
STFI_ETH,STFI.ETH,StartFi,StartFi,18
FEWGO_ETH,FEWGO.ETH,Fewmans Gold,Fewmans Gold,18
LEOBULL_ETH,LEOBULL.ETH,3X Long LEO Token,3X Long LEO Token,18
AAPL_ETH,AAPL.ETH,Apple Protocol Toke,Apple Protocol Toke,18
BMP_ETH,BMP.ETH,Brother Music Platf,Brother Music Platf,18
ETGP_ETH,ETGP.ETH,Ethereum Gold Proje,Ethereum Gold Proje,8
FL_ETH,FL.ETH,Freeliquid,Freeliquid,18
IRONMAN_ETH,IRONMAN.ETH,Ironman,Ironman,9
PRIVBEAR_ETH,PRIVBEAR.ETH,3X Short Privacy In,3X Short Privacy In,0
RLX_ETH,RLX.ETH,Relex,Relex,18
X8X_ETH,X8X.ETH,X8X Token,X8X Token,18
CCO_ETH,CCO.ETH,Ccore,Ccore,18
FXF_ETH,FXF.ETH,FINXFLO,FINXFLO,18
STF_ETH,STF.ETH,Structure Finance,Structure Finance,18
CP_ETH,CP.ETH,CryptoProfile,CryptoProfile,18
VOICE_ETH,VOICE.ETH,Voice Token,Voice Token,18
NDN_ETH,NDN.ETH,NDN Link,NDN Link,18
UNICAT_ETH,UNICAT.ETH,Unicat Token,Unicat Token,9
BDI_ETH,BDI.ETH,BasketDAO DeFi Inde,BasketDAO DeFi Inde,18
FIRST_ETH,FIRST.ETH,Harrison First,Harrison First,4
OPEN_ETH,OPEN.ETH,Open Platform,Open Platform,8
YUP_ETH,YUP.ETH,Yup,Yup,18
CREDIT_ETH,CREDIT.ETH,PROXI DeFi,PROXI DeFi,18
BTCRED_ETH,BTCRED.ETH,Bitcoin Red,Bitcoin Red,8
PGT_ETH,PGT.ETH,Polyient Games Gove,Polyient Games Gove,18
ABC123_ETH,ABC123.ETH,Art Blocks Curated ,Art Blocks Curated ,18
EVAI_ETH,EVAI.ETH,Evai,Evai,8
LNK_ETH,LNK.ETH,Link Platform,Link Platform,18
KEI_ETH,KEI.ETH,Keisuke Inu,Keisuke Inu,9
DIT_ETH,DIT.ETH,Direct Insurance To,Direct Insurance To,8
DIGI_ETH,DIGI.ETH,Digible,Digible,18
AXIS_ETH,AXIS.ETH,Axis DeFi,Axis DeFi,18
CYL_ETH,CYL.ETH,Crystal Token,Crystal Token,18
UZZ_ETH,UZZ.ETH,UZURAS,UZURAS,8
BASK_ETH,BASK.ETH,BasketDAO,BasketDAO,18
XFIT_ETH,XFIT.ETH,Xfit,Xfit,18
ARA_ETH,ARA.ETH,Ara Token,Ara Token,18
TENA_ETH,TENA.ETH,TENA,TENA,18
TESINU_ETH,TESINU.ETH,Tesla Inu,Tesla Inu,9
ORME_ETH,ORME.ETH,Ormeus Coin,Ormeus Coin,8
SMAC_ETH,SMAC.ETH,Smartchem,Smartchem,18
MLVC_ETH,MLVC.ETH,Mylivn Coin,Mylivn Coin,18
RFX_ETH,RFX.ETH,Reflex,Reflex,8
1ECO_ETH,1ECO.ETH,1eco,1eco,18
IHF_ETH,IHF.ETH,Invictus Hyperion F,Invictus Hyperion F,18
DOOR_ETH,DOOR.ETH,DOOR,DOOR,18
BAXS_ETH,BAXS.ETH,BoxAxis,BoxAxis,18
HTL_ETH,HTL.ETH,Hotelium,Hotelium,18
STRM_ETH,STRM.ETH,Instrumental Financ,Instrumental Financ,18
ONX_ETH,ONX.ETH,OnX Finance,OnX Finance,18
KUE_ETH,KUE.ETH,Kuende,Kuende,18
VCK_ETH,VCK.ETH,28VCK,28VCK,18
BRAINS_ETH,BRAINS.ETH,Brainiac,Brainiac,18
XKAWA_ETH,XKAWA.ETH,xKAWA,xKAWA,18
ZUZ_ETH,ZUZ.ETH,ZUZ Protocol,ZUZ Protocol,18
IRA_ETH,IRA.ETH,Diligence,Diligence,8
CAAVE_ETH,CAAVE.ETH,cAAVE,cAAVE,8
BABYSHINJA_ETH,BABYSHINJA.ETH,Baby Shibnobi,Baby Shibnobi,9
CTO_ETH,CTO.ETH,Coinversation,Coinversation,18
AAMMDAI_ETH,AAMMDAI.ETH,Aave AMM DAI,Aave AMM DAI,18
BOBO_ETH,BOBO.ETH,Bobo Cash,Bobo Cash,9
SCHA_ETH,SCHA.ETH,Schain Wallet,Schain Wallet,0
EBSP_ETH,EBSP.ETH,EBSP Token,EBSP Token,0
XRPHALF_ETH,XRPHALF.ETH,0 5X Long XRP Token,0 5X Long XRP Token,0
ISLAND_ETH,ISLAND.ETH,Island Doges,Island Doges,9
LXT_ETH,LXT.ETH,LITEX,LITEX,18
BBO_ETH,BBO.ETH,Bigbom,Bigbom,18
DOE_ETH,DOE.ETH,Dogs Of Elon,Dogs Of Elon,18
FONT_ETH,FONT.ETH,Font,Font,18
DYN_ETH,DYN.ETH,Dynasty Global Inve,Dynasty Global Inve,18
DIRTY_ETH,DIRTY.ETH,Dirty Finance,Dirty Finance,18
KFC_ETH,KFC.ETH,Chicken,Chicken,18
ROT_ETH,ROT.ETH,Rotten,Rotten,18
NARUTO_ETH,NARUTO.ETH,Naruto Inu,Naruto Inu,9
GOGETA_ETH,GOGETA.ETH,Gogeta Inu,Gogeta Inu,9
BKING_ETH,BKING.ETH,King Arthur,King Arthur,9
DACC_ETH,DACC.ETH,DACC,DACC,6
AWO_ETH,AWO.ETH,AiWork,AiWork,18
WSC_ETH,WSC.ETH,WeSing Coin,WeSing Coin,6
VDX_ETH,VDX.ETH,Vodi X,Vodi X,18
MOAR_ETH,MOAR.ETH,Moar Finance,Moar Finance,18
AAPX_ETH,AAPX.ETH,AMPnet,AMPnet,18
XES_ETH,XES.ETH,Proxeus,Proxeus,18
TRXC_ETH,TRXC.ETH,TronClassic,TronClassic,0
UBU_ETH,UBU.ETH,UBU,UBU,8
SNOOP_ETH,SNOOP.ETH,SnoopDAO,SnoopDAO,9
KEIKO_ETH,KEIKO.ETH,Keiko,Keiko,18
BUILD_ETH,BUILD.ETH,BUILD Finance,BUILD Finance,18
PGU_ETH,PGU.ETH,Polyient Games Unit,Polyient Games Unit,18
MIX_ETH,MIX.ETH,MixMarvel,MixMarvel,18
EVC_ETH,EVC.ETH,Eco Value Coin,Eco Value Coin,18
SXPBEAR_ETH,SXPBEAR.ETH,3X Short Swipe Toke,3X Short Swipe Toke,0
SATT_ETH,SATT.ETH,SaTT,SaTT,18
KREX_ETH,KREX.ETH,Kronn,Kronn,8
VERSE_ETH,VERSE.ETH,Shibaverse,Shibaverse,18
ECOM_ETH,ECOM.ETH,Omnitude,Omnitude,18
BUNNYROCKET_ETH,BUNNYROCKET.ETH,BunnyRocket,BunnyRocket,9
TCAT_ETH,TCAT.ETH,Top Cat inu,Top Cat inu,9
XD_ETH,XD.ETH,Data Transaction To,Data Transaction To,18
BORUTO_ETH,BORUTO.ETH,Boruto Inu,Boruto Inu,9
AGLD_ETH,AGLD.ETH,Adventure Gold,Adventure Gold,18
MEET_ETH,MEET.ETH,CoinMeet,CoinMeet,18
STOP_ETH,STOP.ETH,SatoPay,SatoPay,18
GHIBLI_ETH,GHIBLI.ETH,Ghibli Inu,Ghibli Inu,9
TCR_ETH,TCR.ETH,Tracer DAO,Tracer DAO,18
CPC_ETH,CPC.ETH,CPChain,CPChain,18
YT_ETH,YT.ETH,Cherry Token,Cherry Token,8
NASH_ETH,NASH.ETH,NeoWorld Cash,NeoWorld Cash,18
COMBO_ETH,COMBO.ETH,Furucombo,Furucombo,18
KGC_ETH,KGC.ETH,Krypton Galaxy Coin,Krypton Galaxy Coin,18
TRXBEAR_ETH,TRXBEAR.ETH,3X Short TRX Token,3X Short TRX Token,18
INARI_ETH,INARI.ETH,Inari,Inari,9
DGMAN_ETH,DGMAN.ETH,DogeMan,DogeMan,9
ONE1INCH_ETH,ONE1INCH.ETH,Stable 1inch,Stable 1inch,18
MEME20_ETH,MEME20.ETH,MEME LTD,MEME LTD,18
USDTBULL_ETH,USDTBULL.ETH,3X Long Tether Toke,3X Long Tether Toke,18
ATOMBULL_ETH,ATOMBULL.ETH,3X Long Cosmos Toke,3X Long Cosmos Toke,18
BBTC_ETH,BBTC.ETH,Binance Wrapped BTC,Binance Wrapped BTC,8
BUY_ETH,BUY.ETH,Buying com,Buying com,2
ROCKS_ETH,ROCKS.ETH,Social Rocket,Social Rocket,18
BHIG_ETH,BHIG.ETH,BuckHath Coin,BuckHath Coin,18
BCARE_ETH,BCARE.ETH,BitCareCoin,BitCareCoin,2
EKO_ETH,EKO.ETH,EchoLink,EchoLink,18
KONGZ20_ETH,KONGZ20.ETH,CYBERKONGZ,CYBERKONGZ,18
ANW_ETH,ANW.ETH,Anchor Neural World,Anchor Neural World,18
MO_ETH,MO.ETH,Morality,Morality,18
FREL_ETH,FREL.ETH,Freela,Freela,18
SLEEPY_SHIB_ETH,SLEEPY-SHIB.ETH,Sleepy Shib,Sleepy Shib,9
PINK_ETH,PINK.ETH,PINK PANTHER,PINK PANTHER,18
METACAT_ETH,METACAT.ETH,MetaCat,MetaCat,18
CMP_ETH,CMP.ETH,Component,Component,18
SPLINK_ETH,SPLINK.ETH,Space Link,Space Link,9
TROLLS_ETH,TROLLS.ETH,TROLLS Token,TROLLS Token,18
BANCA_ETH,BANCA.ETH,Banca,Banca,18
EXENP_ETH,EXENP.ETH,ExenPay Token,ExenPay Token,2
DAPPX_ETH,DAPPX.ETH,dAppstore,dAppstore,18
MDA_ETH,MDA.ETH,Moeda Loyalty Point,Moeda Loyalty Point,18
EOSBEAR_ETH,EOSBEAR.ETH,3X Short EOS Token,3X Short EOS Token,18
CNNS_ETH,CNNS.ETH,CNNS,CNNS,18
LILTK_ETH,LILTK.ETH,Little Tsuki Inu,Little Tsuki Inu,9
RSCT_ETH,RSCT.ETH,RiseCoin Token,RiseCoin Token,18
MP_ETH,MP.ETH,Meta Pets,Meta Pets,18
HAND_ETH,HAND.ETH,ShowHand,ShowHand,0
PUNKS_ETH,PUNKS.ETH,PUNKS Comic,PUNKS Comic,18
MACH_ETH,MACH.ETH,MACH Project,MACH Project,18
MWBTC_ETH,MWBTC.ETH,MetaWhale BTC,MetaWhale BTC,18
WAIFU_ETH,WAIFU.ETH,WAIFU Vault  NFTX ,WAIFU Vault  NFTX ,18
TRVL_ETH,TRVL.ETH,DTravel,DTravel,18
FOGE_ETH,FOGE.ETH,Fat Doge,Fat Doge,9
MIG_ETH,MIG.ETH,Migranet,Migranet,18
BBC_ETH,BBC.ETH,Blue Baikal,Blue Baikal,0
XAT_ETH,XAT.ETH,ShareAt,ShareAt,18
CTCN_ETH,CTCN.ETH,Contracoin,Contracoin,18
MESH_ETH,MESH.ETH,MeshBox,MeshBox,18
BREE_ETH,BREE.ETH,CBDAO,CBDAO,18
DRC_ETH,DRC.ETH,DRC Mobility,DRC Mobility,18
CLIQ_ETH,CLIQ.ETH,DefiCliq,DefiCliq,18
BLXM_ETH,BLXM.ETH,bloXmove Token,bloXmove Token,18
THRN_ETH,THRN.ETH,Thorncoin,Thorncoin,18
HERB_ETH,HERB.ETH,Herbalist Token,Herbalist Token,8
ZENX_ETH,ZENX.ETH,Zenith Token,Zenith Token,18
MPS_ETH,MPS.ETH,Mt Pelerin Shares,Mt Pelerin Shares,0
QASH_ETH,QASH.ETH,QASH,QASH,6
SBF_ETH,SBF.ETH,StonkBase,StonkBase,18
TCASH_ETH,TCASH.ETH,TCASH,TCASH,8
RBX_ETH,RBX.ETH,RBX Token,RBX Token,18
BDOT_ETH,BDOT.ETH,Binance Wrapped DOT,Binance Wrapped DOT,10
MAX_ETH,MAX.ETH,MAX Token,MAX Token,18
SRH_ETH,SRH.ETH,SRH,SRH,18
SMC_ETH,SMC.ETH,Smart Medical Coin,Smart Medical Coin,18
SKULL_ETH,SKULL.ETH,Skull,Skull,4
CNFT_ETH,CNFT.ETH,Communifty,Communifty,18
LND_ETH,LND.ETH,Lendingblock,Lendingblock,18
NAKA_ETH,NAKA.ETH,Nakamoto Games,Nakamoto Games,18
ADABEAR_ETH,ADABEAR.ETH,3X Short Cardano To,3X Short Cardano To,18
MINX_ETH,MINX.ETH,InnovaMinex,InnovaMinex,6
TSHP_ETH,TSHP.ETH,12Ships,12Ships,18
YETI_ETH,YETI.ETH,Yearn Ecosystem Tok,Yearn Ecosystem Tok,18
KEN_ETH,KEN.ETH,Keysians Network,Keysians Network,18
MGP_ETH,MGP.ETH,MangoChain,MangoChain,18
ALN_ETH,ALN.ETH,Aluna,Aluna,18
LINA_ETH,LINA.ETH,LINA,LINA,18
MX_ETH,MX.ETH,MX Token,MX Token,18
SHENG_ETH,SHENG.ETH,SHENG,SHENG,18
IOEN_ETH,IOEN.ETH,Internet of Energy ,Internet of Energy ,18
MKRETHDOOM_ETH,MKRETHDOOM.ETH,MKRETH 1x Short,MKRETH 1x Short,18
ODEX_ETH,ODEX.ETH,One DEX,One DEX,18
DILI_ETH,DILI.ETH,D Community,D Community,18
GAMMA_ETH,GAMMA.ETH,Gamma Strategies,Gamma Strategies,18
LYM_ETH,LYM.ETH,Lympo,Lympo,18
WWC_ETH,WWC.ETH,Werewolf Coin,Werewolf Coin,18
GINU_ETH,GINU.ETH,Gol D Inu,Gol D Inu,9
HOO_ETH,HOO.ETH,Hoo Token,Hoo Token,8
YAMV2_ETH,YAMV2.ETH,YAM v2,YAM v2,24
SPIKE_ETH,SPIKE.ETH,Spiking,Spiking,10
MVRS_ETH,MVRS.ETH,MetaverseAir,MetaverseAir,18
CVAG_ETH,CVAG.ETH,Crypto Village Acce,Crypto Village Acce,18
ALA_ETH,ALA.ETH,Aladiex,Aladiex,8
EUM_ETH,EUM.ETH,Elitium,Elitium,18
ELP_ETH,ELP.ETH,ElonsPets,ElonsPets,18
EM_ETH,EM.ETH,Eminer,Eminer,8
MXS_ETH,MXS.ETH,Marketing Samurai,Marketing Samurai,18
MKCY_ETH,MKCY.ETH,Markaccy,Markaccy,18
YEA_ETH,YEA.ETH,YeaFinance,YeaFinance,8
BLZN_ETH,BLZN.ETH,Blaze Network,Blaze Network,18
GMM_ETH,GMM.ETH,Gold Mining Members,Gold Mining Members,18
ETHHEDGE_ETH,ETHHEDGE.ETH,1X Short Ethereum T,1X Short Ethereum T,18
AMIS_ETH,AMIS.ETH,AMIS,AMIS,9
ONIT_ETH,ONIT.ETH,ONBUFF,ONBUFF,18
PVT_ETH,PVT.ETH,Pivot Token,Pivot Token,18
SEA_ETH,SEA.ETH,Yield Guild Games S,Yield Guild Games S,18
ASUNAINU_ETH,ASUNAINU.ETH,Asuna Inu,Asuna Inu,9
CATX_ETH,CATX.ETH,CAT trade Protocol,CAT trade Protocol,18
COMFI_ETH,COMFI.ETH,CompliFi,CompliFi,18
TST_ETH,TST.ETH,Standard Token,Standard Token,18
ALG_ETH,ALG.ETH,Algory,Algory,18
NOFACE_ETH,NOFACE.ETH,No Face Inu,No Face Inu,18
DOGY_ETH,DOGY.ETH,DogeYield,DogeYield,18
JEM_ETH,JEM.ETH,Jem,Jem,18
NVIR_ETH,NVIR.ETH,NvirWorld,NvirWorld,18
LAND_ETH,LAND.ETH,LandBox,LandBox,18
XAUT_ETH,XAUT.ETH,Tether Gold,Tether Gold,6
1WO_ETH,1WO.ETH,1World,1World,8
WORLD_ETH,WORLD.ETH,World Token,World Token,18
HATCH_ETH,HATCH.ETH,Hatch DAO,Hatch DAO,18
KINJA_ETH,KINJA.ETH,Kitty Ninja,Kitty Ninja,9
KSEED_ETH,KSEED.ETH,Kush Finance,Kush Finance,18
PDAI_ETH,PDAI.ETH,Prime DAI,Prime DAI,18
TACO_ETH,TACO.ETH,Tacos,Tacos,18
VGR_ETH,VGR.ETH,Voyager,Voyager,2
LTG_ETH,LTG.ETH,LiteGold,LiteGold,8
CHEESE_ETH,CHEESE.ETH,CheeseFry,CheeseFry,18
NT_ETH,NT.ETH,Naraka,Naraka,9
PERI_ETH,PERI.ETH,PERI Finance,PERI Finance,18
BNZ_ETH,BNZ.ETH,BonezYard,BonezYard,18
YFET_ETH,YFET.ETH,YFET,YFET,18
ESGC_ETH,ESGC.ETH,ESG Chain,ESG Chain,18
AGAIN_ETH,AGAIN.ETH,Again Project,Again Project,18
TKINU_ETH,TKINU.ETH,Tsuki Inu,Tsuki Inu,9
PFID_ETH,PFID.ETH,Pofid Dao,Pofid Dao,18
HBC_ETH,HBC.ETH,Hybrid Bank Cash,Hybrid Bank Cash,18
ZLOT_ETH,ZLOT.ETH,zLOT,zLOT,18
BPLC_ETH,BPLC.ETH,BlackPearl Token,BlackPearl Token,18
IVY_ETH,IVY.ETH,Ivy Mining,Ivy Mining,18
MIKS_ETH,MIKS.ETH,MIKS COIN,MIKS COIN,18
EFK_ETH,EFK.ETH,ReFork,ReFork,18
ALGOHEDGE_ETH,ALGOHEDGE.ETH,1X Short Algorand T,1X Short Algorand T,18
BASIC_ETH,BASIC.ETH,BASIC,BASIC,18
ATIS_ETH,ATIS.ETH,Atlantis Token,Atlantis Token,18
MINISHIB_ETH,MINISHIB.ETH,miniSHIB ETH,miniSHIB ETH,9
PLANETINU_ETH,PLANETINU.ETH,Planet Inu,Planet Inu,9
EPS_ETH,EPS.ETH,Epanus,Epanus,18
ALEX_ETH,ALEX.ETH,Alex,Alex,4
LIBFX_ETH,LIBFX.ETH,Libfx,Libfx,18
PICK_ETH,PICK.ETH,PICK,PICK,18
AAB_ETH,AAB.ETH,AAX Token,AAX Token,18
CPI_ETH,CPI.ETH,Crypto Price Index,Crypto Price Index,18
HELP_ETH,HELP.ETH,GoHelpFund,GoHelpFund,18
EPAN_ETH,EPAN.ETH,Paypolitan Token,Paypolitan Token,18
PONYO_ETH,PONYO.ETH,Ponyo Impact,Ponyo Impact,18
SSGT_ETH,SSGT.ETH,Safeswap,Safeswap,18
RI_ETH,RI.ETH,RI Token,RI Token,18
TYPE_ETH,TYPE.ETH,Typerium,Typerium,4
EURU_ETH,EURU.ETH,Upper Euro,Upper Euro,18
TRIX_ETH,TRIX.ETH,TriumphX,TriumphX,18
SNOV_ETH,SNOV.ETH,Snovian Space,Snovian Space,18
BHSC_ETH,BHSC.ETH,BlackHoleSwap Compo,BlackHoleSwap Compo,18
SHUSKY_ETH,SHUSKY.ETH,Siberian Husky,Siberian Husky,9
MBONK_ETH,MBONK.ETH,megaBonk,megaBonk,18
KNUCKLES_ETH,KNUCKLES.ETH,KNUCKLES,KNUCKLES,9
UND_ETH,UND.ETH,Unbound Dollar,Unbound Dollar,18
